sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points
326,B,"Los Angeles",Normal,Male,Apple,Household,5.13,14,5.03,76.85,0
327,B,"Los Angeles",Member,Male,Shampoo,Fruits,4.25,11,3.27,50.02,5
328,B,"Los Angeles",Member,Male,Shampoo,"Personal Care",18.22,5,6.38,97.48,9
329,B,"Los Angeles",Normal,Female,"Orange Juice","Personal Care",1.24,10,0.87,13.27,0
330,B,"Los Angeles",Normal,Female,Detergent,Beverages,4.90,12,4.12,62.92,0
331,B,"Los Angeles",Member,Female,Notebook,Beverages,12.75,3,2.68,40.93,4
332,A,"New York",Member,Female,Notebook,"Personal Care",20.53,18,25.87,395.41,39
333,A,"New York",Member,Male,Apple,"Personal Care",19.18,4,5.37,82.09,8
334,B,"Los Angeles",Member,Male,Apple,Beverages,17.71,13,16.12,246.35,24
335,A,Chicago,Member,Female,Apple,Stationery,18.25,14,17.89,273.39,27
336,A,Chicago,Normal,Male,Shampoo,Fruits,9.50,12,7.98,121.98,0
337,A,"New York",Member,Female,Notebook,"Personal Care",6.50,5,2.28,34.78,3
338,B,"Los Angeles",Member,Female,Detergent,Stationery,9.19,2,1.29,19.67,1
339,B,"Los Angeles",Member,Male,Notebook,"Personal Care",9.59,20,13.43,205.23,20
340,B,"Los Angeles",Member,Female,"Orange Juice",Stationery,8.85,18,11.15,170.45,17
341,A,"New York",Normal,Male,Shampoo,Stationery,7.01,12,5.89,90.01,0
342,B,"Los Angeles",Normal,Male,Shampoo,Stationery,15.87,2,2.22,33.96,0
343,A,Chicago,Member,Male,Apple,"Personal Care",4.59,13,4.18,63.85,6
344,A,"New York",Normal,Female,Apple,"Personal Care",15.37,9,9.68,148.01,0
345,A,"New York",Normal,Female,Apple,Beverages,10.07,7,4.93,75.42,0
346,A,Chicago,Normal,Male,Notebook,Stationery,5.67,10,3.97,60.67,0
347,B,"Los Angeles",Member,Female,Notebook,Beverages,18.58,9,11.71,178.93,17
348,A,"New York",Normal,Female,Shampoo,Beverages,20.85,7,10.22,156.17,0
349,A,Chicago,Member,Male,Apple,Household,4.53,11,3.49,53.32,5
350,A,"New York",Member,Male,"Orange Juice","Personal Care",6.89,8,3.86,58.98,5
351,B,"Los Angeles",Member,Male,Shampoo,Fruits,7.00,16,7.84,119.84,11
352,B,"Los Angeles",Member,Female,"Orange Juice",Household,5.61,16,6.28,96.04,9
353,B,"Los Angeles",Member,Female,Shampoo,Household,7.64,11,5.88,89.92,8
354,B,"Los Angeles",Member,Male,"Orange Juice",Fruits,17.40,9,10.96,167.56,16
355,A,Chicago,Normal,Female,"Orange Juice",Household,3.76,11,2.90,44.26,0
356,A,Chicago,Normal,Female,"Orange Juice",Fruits,3.89,2,0.54,8.32,0
357,B,"Los Angeles",Normal,Male,Detergent,Fruits,6.20,15,6.51,99.51,0
358,A,"New York",Normal,Male,Notebook,Fruits,10.36,18,13.05,199.53,0
359,B,"Los Angeles",Normal,Female,Notebook,Beverages,2.58,19,3.43,52.45,0
360,B,"Los Angeles",Normal,Female,"Orange Juice","Personal Care",2.12,16,2.37,36.29,0
361,A,Chicago,Normal,Female,Shampoo,Stationery,19.95,2,2.79,42.69,0
362,A,Chicago,Normal,Female,Notebook,Fruits,19.12,17,22.75,347.79,0
363,A,"New York",Normal,Female,Shampoo,Household,18.71,11,14.41,220.22,0
364,A,"New York",Member,Male,Shampoo,"Personal Care",15.13,20,21.18,323.78,32
365,B,"Los Angeles",Normal,Male,"Orange Juice",Fruits,19.44,19,25.86,395.22,0
366,B,"Los Angeles",Member,Male,"Orange Juice","Personal Care",19.90,8,11.14,170.34,17
367,B,"Los Angeles",Member,Female,"Orange Juice",Beverages,12.20,6,5.12,78.32,7
368,A,"New York",Normal,Male,Shampoo,Stationery,15.99,3,3.36,51.33,0
369,A,"New York",Member,Female,Detergent,Fruits,12.78,8,7.16,109.40,10
370,A,Chicago,Member,Male,Apple,Stationery,1.13,1,0.08,1.21,0
371,B,"Los Angeles",Member,Female,Apple,Fruits,4.61,10,3.23,49.33,4
372,A,"New York",Member,Female,"Orange Juice",Beverages,20.00,2,2.80,42.80,4
373,A,"New York",Member,Male,Apple,"Personal Care",13.70,14,13.43,205.23,20
374,A,Chicago,Normal,Female,Shampoo,Fruits,7.58,20,10.61,162.21,0
375,B,"Los Angeles",Member,Female,Notebook,Stationery,1.66,1,0.12,1.78,0
376,B,"Los Angeles",Normal,Female,Notebook,Fruits,5.27,6,2.21,33.83,0
377,A,"New York",Normal,Male,Notebook,Stationery,15.04,11,11.58,177.02,0
378,A,"New York",Normal,Female,Notebook,Beverages,2.61,12,2.19,33.51,0
379,A,"New York",Normal,Female,"Orange Juice",Fruits,11.30,4,3.16,48.36,0
380,B,"Los Angeles",Normal,Male,Detergent,Fruits,11.52,2,1.61,24.65,0
381,A,Chicago,Member,Male,Shampoo,Stationery,8.56,17,10.19,155.71,15
382,A,"New York",Member,Female,Detergent,"Personal Care",2.11,6,0.89,13.55,1
383,A,Chicago,Member,Female,Shampoo,"Personal Care",15.48,11,11.92,182.20,18
384,B,"Los Angeles",Member,Male,"Orange Juice",Fruits,3.25,20,4.55,69.55,6
385,A,"New York",Member,Male,Notebook,Stationery,1.27,2,0.18,2.72,0
386,B,"Los Angeles",Normal,Male,Detergent,Fruits,10.94,20,15.32,234.12,0
387,A,"New York",Member,Male,Shampoo,Household,9.43,1,0.66,10.09,1
388,A,"New York",Normal,Male,"Orange Juice",Household,11.75,14,11.52,176.02,0
389,A,Chicago,Member,Male,"Orange Juice",Household,19.88,10,13.92,212.72,21
390,A,Chicago,Member,Male,"Orange Juice",Fruits,12.38,10,8.67,132.47,13
391,B,"Los Angeles",Normal,Male,Apple,Beverages,16.43,5,5.75,87.90,0
392,B,"Los Angeles",Member,Male,Detergent,Household,9.35,3,1.96,30.01,3
393,A,"New York",Normal,Female,"Orange Juice",Household,5.19,15,5.45,83.30,0
394,B,"Los Angeles",Member,Male,"Orange Juice",Beverages,12.07,7,5.91,90.40,9
395,A,Chicago,Normal,Male,"Orange Juice",Stationery,13.42,8,7.52,114.88,0
396,B,"Los Angeles",Member,Male,Notebook,Beverages,3.34,13,3.04,46.46,4
397,B,"Los Angeles",Member,Female,Notebook,Fruits,2.44,4,0.68,10.44,1
398,A,"New York",Normal,Male,Apple,Fruits,19.17,2,2.68,41.02,0
399,A,Chicago,Normal,Female,Shampoo,Fruits,6.47,19,8.61,131.54,0
400,A,"New York",Normal,Male,Notebook,"Personal Care",16.38,12,13.76,210.32,0
401,B,"Los Angeles",Normal,Female,Detergent,Fruits,3.80,5,1.33,20.33,0
402,A,Chicago,Normal,Male,Detergent,Fruits,17.60,8,9.86,150.66,0
403,A,"New York",Member,Female,Apple,Stationery,5.09,4,1.43,21.79,2
404,B,"Los Angeles",Member,Male,Detergent,Beverages,16.33,2,2.29,34.95,3
405,A,Chicago,Normal,Male,Detergent,Household,3.40,13,3.09,47.29,0
406,A,Chicago,Member,Male,Detergent,Household,13.30,17,15.83,241.93,24
407,B,"Los Angeles",Member,Male,Notebook,Fruits,12.39,7,6.07,92.80,9
408,A,Chicago,Normal,Female,Detergent,Stationery,2.62,14,2.57,39.25,0
409,B,"Los Angeles",Normal,Female,Shampoo,Fruits,18.12,2,2.54,38.78,0
410,B,"Los Angeles",Member,Female,Detergent,Beverages,7.28,18,9.17,140.21,14
411,B,"Los Angeles",Normal,Male,"Orange Juice",Fruits,17.85,11,13.74,210.09,0
412,A,"New York",Member,Male,"Orange Juice","Personal Care",6.46,6,2.71,41.47,4
413,A,Chicago,Member,Female,Detergent,Stationery,8.72,5,3.05,46.65,4
414,A,Chicago,Normal,Female,Shampoo,"Personal Care",15.92,5,5.57,85.17,0
415,A,"New York",Normal,Male,Apple,Fruits,15.52,8,8.69,132.85,0
416,A,Chicago,Member,Female,Detergent,Fruits,8.26,10,5.78,88.38,8
417,A,"New York",Member,Female,Notebook,"Personal Care",13.19,17,15.70,239.93,23
418,A,Chicago,Member,Female,Apple,Household,1.21,20,1.69,25.89,2
419,A,"New York",Normal,Male,Detergent,Household,20.63,11,15.89,242.82,0
420,A,"New York",Normal,Male,"Orange Juice",Stationery,5.13,9,3.23,49.40,0
421,B,"Los Angeles",Member,Female,Shampoo,Household,2.14,6,0.90,13.74,1
422,A,"New York",Member,Male,Shampoo,"Personal Care",6.85,4,1.92,29.32,2
423,B,"Los Angeles",Normal,Male,Apple,"Personal Care",12.59,17,14.98,229.01,0
424,A,Chicago,Member,Female,Shampoo,Stationery,20.82,6,8.74,133.66,13
425,B,"Los Angeles",Normal,Female,"Orange Juice",Fruits,7.51,18,9.46,144.64,0
426,A,Chicago,Member,Male,Detergent,Stationery,4.29,20,6.01,91.81,9
427,A,"New York",Normal,Female,Apple,"Personal Care",11.05,7,5.41,82.76,0
428,A,Chicago,Normal,Male,Shampoo,Household,17.10,4,4.79,73.19,0
429,A,Chicago,Normal,Female,Detergent,Beverages,1.72,13,1.57,23.93,0
430,A,Chicago,Normal,Female,Apple,Beverages,17.88,13,16.27,248.71,0
431,A,Chicago,Member,Female,Apple,Stationery,16.24,1,1.14,17.38,1
432,A,Chicago,Member,Male,Notebook,Beverages,12.83,5,4.49,68.64,6
433,B,"Los Angeles",Normal,Female,Shampoo,"Personal Care",20.80,15,21.84,333.84,0
434,B,"Los Angeles",Normal,Female,"Orange Juice",Household,13.78,5,4.82,73.72,0
435,A,"New York",Normal,Female,Shampoo,Fruits,17.32,14,16.97,259.45,0
436,B,"Los Angeles",Member,Male,"Orange Juice","Personal Care",20.09,8,11.25,171.97,17
437,B,"Los Angeles",Member,Male,Detergent,Fruits,13.92,11,10.72,163.84,16
438,A,"New York",Member,Male,Shampoo,Beverages,15.48,3,3.25,49.69,4
439,A,"New York",Normal,Female,"Orange Juice","Personal Care",8.36,8,4.68,71.56,0
440,A,Chicago,Member,Female,Notebook,"Personal Care",6.09,3,1.28,19.55,1
441,A,Chicago,Normal,Male,Shampoo,Stationery,16.82,3,3.53,53.99,0
442,A,Chicago,Normal,Female,Shampoo,Household,8.01,14,7.85,119.99,0
443,A,Chicago,Member,Female,Notebook,Fruits,12.01,9,7.57,115.66,11
444,B,"Los Angeles",Normal,Female,Apple,Beverages,8.19,8,4.59,70.11,0
445,B,"Los Angeles",Member,Female,Shampoo,Stationery,16.37,2,2.29,35.03,3
446,B,"Los Angeles",Normal,Male,Shampoo,"Personal Care",10.61,20,14.85,227.05,0
447,A,"New York",Member,Male,Notebook,Fruits,20.91,14,20.49,313.23,31
448,A,"New York",Normal,Male,Apple,Stationery,15.32,9,9.65,147.53,0
449,B,"Los Angeles",Member,Female,"Orange Juice",Beverages,8.89,12,7.47,114.15,11
450,B,"Los Angeles",Normal,Male,Apple,Stationery,19.55,15,20.53,313.78,0
451,A,"New York",Normal,Female,Notebook,Household,11.16,10,7.81,119.41,0
452,A,"New York",Normal,Male,Apple,Stationery,16.43,5,5.75,87.90,0
453,A,"New York",Normal,Male,Detergent,Household,16.77,3,3.52,53.83,0
454,B,"Los Angeles",Normal,Male,Apple,"Personal Care",7.23,4,2.02,30.94,0
455,A,Chicago,Member,Male,Detergent,"Personal Care",9.64,16,10.80,165.04,16
456,B,"Los Angeles",Normal,Female,"Orange Juice",Beverages,13.12,8,7.35,112.31,0
457,B,"Los Angeles",Member,Male,Apple,Beverages,13.30,3,2.79,42.69,4
458,A,"New York",Member,Male,Apple,Beverages,9.60,14,9.41,143.81,14
459,A,"New York",Normal,Male,Apple,Household,4.37,15,4.59,70.14,0
460,A,"New York",Normal,Female,Shampoo,Stationery,9.94,1,0.70,10.64,0
461,A,"New York",Normal,Female,"Orange Juice",Household,4.38,11,3.37,51.55,0
462,B,"Los Angeles",Member,Male,Apple,Household,10.18,9,6.41,98.03,9
463,B,"Los Angeles",Normal,Female,"Orange Juice",Household,12.64,1,0.88,13.52,0
464,B,"Los Angeles",Normal,Male,Apple,Beverages,12.90,11,9.93,151.83,0
465,B,"Los Angeles",Member,Female,"Orange Juice","Personal Care",17.27,19,22.97,351.10,35
466,B,"Los Angeles",Member,Male,Shampoo,Beverages,18.14,6,7.62,116.46,11
467,B,"Los Angeles",Member,Female,"Orange Juice",Fruits,19.87,7,9.74,148.83,14
468,B,"Los Angeles",Normal,Female,"Orange Juice",Household,10.50,7,5.15,78.65,0
469,A,Chicago,Normal,Male,Notebook,Fruits,15.98,6,6.71,102.59,0
470,B,"Los Angeles",Normal,Female,Notebook,Beverages,2.97,1,0.21,3.18,0
471,A,Chicago,Member,Female,Notebook,Fruits,1.52,8,0.85,13.01,1
472,A,"New York",Normal,Female,Shampoo,Beverages,5.38,11,4.14,63.32,0
473,A,Chicago,Member,Male,Apple,Beverages,12.89,12,10.83,165.51,16
474,B,"Los Angeles",Normal,Male,Shampoo,Stationery,4.94,5,1.73,26.43,0
475,A,Chicago,Member,Male,"Orange Juice","Personal Care",18.18,17,21.63,330.69,33
476,B,"Los Angeles",Normal,Female,Detergent,Stationery,7.95,1,0.56,8.51,0
477,B,"Los Angeles",Normal,Female,Notebook,Fruits,11.44,6,4.80,73.44,0
478,A,"New York",Normal,Male,Notebook,Beverages,20.39,1,1.43,21.82,0
479,B,"Los Angeles",Member,Female,Apple,"Personal Care",18.90,3,3.97,60.67,6
480,A,Chicago,Normal,Male,Notebook,Stationery,14.42,10,10.09,154.29,0
481,A,"New York",Member,Female,Notebook,Beverages,9.65,11,7.43,113.58,11
482,A,Chicago,Normal,Male,Detergent,Beverages,12.14,17,14.45,220.83,0
483,A,Chicago,Member,Male,Apple,Household,10.70,11,8.24,125.94,12
484,A,"New York",Normal,Male,"Orange Juice",Household,11.66,12,9.79,149.71,0
485,A,Chicago,Normal,Female,"Orange Juice",Household,12.57,16,14.08,215.20,0
486,B,"Los Angeles",Normal,Female,Apple,Stationery,1.51,2,0.21,3.23,0
487,A,"New York",Normal,Male,Apple,Household,8.28,9,5.22,79.74,0
488,A,"New York",Member,Male,Detergent,"Personal Care",10.10,20,14.14,216.14,21
489,B,"Los Angeles",Normal,Male,Notebook,"Personal Care",6.03,5,2.11,32.26,0
490,A,"New York",Member,Female,"Orange Juice","Personal Care",20.15,6,8.46,129.36,12
491,A,"New York",Normal,Male,Detergent,Beverages,1.40,10,0.98,14.98,0
492,B,"Los Angeles",Member,Male,Apple,Stationery,14.04,11,10.81,165.25,16
493,A,"New York",Normal,Male,Notebook,Stationery,17.02,20,23.83,364.23,0
494,B,"Los Angeles",Normal,Male,Apple,Household,17.96,8,10.06,153.74,0
495,A,"New York",Normal,Male,Notebook,Fruits,8.30,8,4.65,71.05,0
496,A,Chicago,Member,Male,Notebook,Stationery,1.70,12,1.43,21.83,2
497,A,Chicago,Member,Male,Notebook,Household,4.09,18,5.15,78.77,7
498,B,"Los Angeles",Normal,Male,Detergent,Fruits,12.82,5,4.49,68.59,0
499,A,Chicago,Member,Female,Notebook,"Personal Care",4.73,16,5.30,80.98,8
500,A,Chicago,Normal,Female,Shampoo,Fruits,17.48,14,17.13,261.85,0
501,A,"New York",Normal,Male,Notebook,"Personal Care",20.96,12,17.61,269.13,0
502,B,"Los Angeles",Member,Male,Notebook,Beverages,12.33,6,5.18,79.16,7
503,A,"New York",Normal,Female,"Orange Juice",Beverages,16.24,20,22.74,347.54,0
504,B,"Los Angeles",Normal,Male,Shampoo,"Personal Care",2.73,6,1.15,17.53,0
505,A,Chicago,Member,Male,Detergent,Stationery,3.43,19,4.56,69.73,6
506,A,Chicago,Normal,Male,Apple,Fruits,14.14,12,11.88,181.56,0
507,B,"Los Angeles",Normal,Male,"Orange Juice",Fruits,5.17,15,5.43,82.98,0
508,A,"New York",Member,Female,"Orange Juice",Household,14.16,4,3.96,60.60,6
509,A,Chicago,Normal,Female,"Orange Juice",Beverages,20.51,2,2.87,43.89,0
510,A,Chicago,Member,Female,Shampoo,Fruits,15.44,20,21.62,330.42,33
511,A,"New York",Member,Female,Notebook,"Personal Care",20.48,17,24.37,372.53,37
512,A,Chicago,Member,Male,Shampoo,Stationery,13.15,1,0.92,14.07,1
513,A,Chicago,Member,Female,Detergent,Household,1.35,1,0.09,1.44,0
514,B,"Los Angeles",Normal,Male,Detergent,Stationery,18.09,6,7.60,116.14,0
515,A,"New York",Normal,Male,Detergent,Beverages,8.75,8,4.90,74.90,0
516,B,"Los Angeles",Normal,Female,Detergent,Household,1.81,17,2.15,32.92,0
517,A,Chicago,Member,Male,Shampoo,Stationery,6.19,8,3.47,52.99,5
518,A,"New York",Member,Male,Detergent,Household,10.10,1,0.71,10.81,1
519,B,"Los Angeles",Member,Female,Detergent,Household,6.51,9,4.10,62.69,6
520,A,Chicago,Member,Male,Apple,Household,1.88,3,0.39,6.03,0
521,A,Chicago,Normal,Female,Shampoo,Stationery,13.79,3,2.90,44.27,0
522,A,Chicago,Normal,Female,Notebook,Beverages,20.23,18,25.49,389.63,0
523,A,Chicago,Normal,Male,Apple,Household,17.80,2,2.49,38.09,0
524,B,"Los Angeles",Member,Male,Detergent,Household,7.53,15,7.91,120.86,12
525,B,"Los Angeles",Normal,Female,Shampoo,Fruits,9.51,12,7.99,122.11,0
526,A,Chicago,Normal,Female,Detergent,Household,1.68,7,0.82,12.58,0
527,A,"New York",Member,Male,Apple,"Personal Care",12.20,16,13.66,208.86,20
528,B,"Los Angeles",Member,Female,Detergent,Stationery,6.04,13,5.50,84.02,8
529,B,"Los Angeles",Normal,Female,Shampoo,Beverages,1.63,13,1.48,22.67,0
530,A,Chicago,Normal,Female,Detergent,Fruits,10.77,18,13.57,207.43,0
531,B,"Los Angeles",Normal,Male,Detergent,Household,9.67,18,12.18,186.24,0
532,A,"New York",Normal,Male,Shampoo,Stationery,17.53,8,9.82,150.06,0
533,A,"New York",Member,Male,"Orange Juice","Personal Care",4.96,11,3.82,58.38,5
534,A,"New York",Normal,Male,Detergent,Fruits,7.84,3,1.65,25.17,0
535,A,Chicago,Member,Male,Notebook,Fruits,17.40,8,9.74,148.94,14
536,A,Chicago,Normal,Male,Apple,Stationery,12.52,5,4.38,66.98,0
537,A,"New York",Normal,Male,"Orange Juice",Beverages,13.59,11,10.46,159.95,0
538,A,"New York",Member,Female,Notebook,Stationery,10.77,14,10.55,161.33,16
539,A,Chicago,Normal,Male,Notebook,Stationery,16.63,19,22.12,338.09,0
540,A,"New York",Normal,Male,Shampoo,Fruits,19.92,5,6.97,106.57,0
541,A,Chicago,Normal,Female,"Orange Juice","Personal Care",14.49,2,2.03,31.01,0
542,A,"New York",Member,Male,"Orange Juice",Household,9.70,18,12.22,186.82,18
543,A,"New York",Member,Male,Apple,Stationery,5.16,20,7.22,110.42,11
544,A,Chicago,Normal,Male,Apple,Household,15.69,13,14.28,218.25,0
545,B,"Los Angeles",Normal,Male,Notebook,Household,14.05,2,1.97,30.07,0
546,A,Chicago,Normal,Female,Shampoo,"Personal Care",15.50,2,2.17,33.17,0
547,A,Chicago,Normal,Male,"Orange Juice",Household,11.20,14,10.98,167.78,0
548,A,"New York",Member,Male,Detergent,Beverages,4.42,18,5.57,85.13,8
549,A,"New York",Member,Female,"Orange Juice",Household,14.48,7,7.10,108.46,10
550,B,"Los Angeles",Member,Female,Shampoo,Beverages,3.05,17,3.63,55.48,5
551,A,Chicago,Normal,Female,Apple,Fruits,9.83,13,8.95,136.74,0
552,A,Chicago,Member,Female,Notebook,Household,9.00,1,0.63,9.63,0
553,A,"New York",Normal,Male,Notebook,Beverages,4.19,17,4.99,76.22,0
554,A,"New York",Normal,Male,Apple,Household,20.87,1,1.46,22.33,0
555,A,"New York",Normal,Female,Detergent,"Personal Care",13.19,16,14.77,225.81,0
556,A,Chicago,Member,Male,Apple,Fruits,11.38,7,5.58,85.24,8
557,A,Chicago,Normal,Female,Notebook,Beverages,2.77,19,3.68,56.31,0
558,B,"Los Angeles",Normal,Female,Detergent,Fruits,15.56,1,1.09,16.65,0
559,A,"New York",Normal,Female,Apple,"Personal Care",5.88,19,7.82,119.54,0
560,A,"New York",Normal,Male,Notebook,Beverages,19.03,13,17.32,264.71,0
561,A,"New York",Member,Female,Apple,"Personal Care",16.48,13,15.00,229.24,22
562,B,"Los Angeles",Member,Female,Shampoo,Fruits,3.19,5,1.12,17.07,1
563,B,"Los Angeles",Member,Female,Notebook,Household,18.26,2,2.56,39.08,3
564,A,Chicago,Normal,Male,Shampoo,Beverages,8.73,20,12.22,186.82,0
565,A,"New York",Normal,Male,Notebook,Beverages,9.95,12,8.36,127.76,0
566,A,Chicago,Member,Male,"Orange Juice",Fruits,5.63,18,7.09,108.43,10
567,A,Chicago,Normal,Male,Shampoo,Stationery,17.19,8,9.63,147.15,0
568,B,"Los Angeles",Normal,Male,Apple,Household,15.00,12,12.60,192.60,0
569,B,"Los Angeles",Normal,Female,"Orange Juice","Personal Care",4.28,17,5.09,77.85,0
570,B,"Los Angeles",Member,Female,Notebook,"Personal Care",4.47,14,4.38,66.96,6
571,B,"Los Angeles",Member,Male,Apple,Household,17.49,1,1.22,18.71,1
572,B,"Los Angeles",Normal,Female,Shampoo,"Personal Care",11.72,7,5.74,87.78,0
573,A,"New York",Member,Female,Shampoo,Beverages,17.25,9,10.87,166.12,16
574,B,"Los Angeles",Normal,Female,Notebook,Beverages,11.99,19,15.95,243.76,0
575,B,"Los Angeles",Normal,Male,Shampoo,Household,8.29,10,5.80,88.70,0
576,B,"Los Angeles",Normal,Male,"Orange Juice",Stationery,6.18,3,1.30,19.84,0
577,A,Chicago,Member,Male,Notebook,Beverages,17.72,7,8.68,132.72,13
578,A,Chicago,Member,Male,"Orange Juice","Personal Care",12.14,14,11.90,181.86,18
579,B,"Los Angeles",Normal,Female,Shampoo,"Personal Care",9.73,15,10.22,156.17,0
580,A,Chicago,Member,Male,Notebook,"Personal Care",19.67,5,6.88,105.23,10
581,B,"Los Angeles",Normal,Female,"Orange Juice",Household,1.35,17,1.61,24.56,0
582,B,"Los Angeles",Normal,Male,"Orange Juice",Household,17.95,5,6.28,96.03,0
583,B,"Los Angeles",Member,Male,Apple,Beverages,5.98,17,7.12,108.78,10
584,B,"Los Angeles",Member,Male,Notebook,Household,13.82,20,19.35,295.75,29
585,B,"Los Angeles",Normal,Male,Shampoo,Fruits,10.67,14,10.46,159.84,0
586,A,Chicago,Normal,Male,Detergent,"Personal Care",7.58,12,6.37,97.33,0
587,A,"New York",Normal,Female,Apple,"Personal Care",19.99,7,9.80,149.73,0
588,B,"Los Angeles",Normal,Male,"Orange Juice",Stationery,12.74,7,6.24,95.42,0
589,A,"New York",Member,Male,Apple,Fruits,5.61,9,3.53,54.02,5
590,B,"Los Angeles",Normal,Male,Shampoo,Fruits,2.70,1,0.19,2.89,0
591,A,Chicago,Normal,Male,Shampoo,Fruits,11.33,8,6.34,96.98,0
592,B,"Los Angeles",Normal,Male,Notebook,Beverages,18.91,14,18.53,283.27,0
593,A,Chicago,Member,Female,Apple,Household,1.38,18,1.74,26.58,2
594,B,"Los Angeles",Normal,Female,Detergent,"Personal Care",18.28,19,24.31,371.63,0
595,A,"New York",Member,Female,Apple,Stationery,1.89,10,1.32,20.22,2
596,A,"New York",Normal,Male,Notebook,Household,6.36,7,3.12,47.64,0
597,A,Chicago,Member,Female,Detergent,"Personal Care",13.96,16,15.64,239.00,23
598,B,"Los Angeles",Normal,Male,"Orange Juice","Personal Care",10.84,18,13.66,208.78,0
599,B,"Los Angeles",Normal,Female,"Orange Juice","Personal Care",9.78,1,0.68,10.46,0
600,A,Chicago,Member,Male,Apple,Stationery,3.33,11,2.56,39.19,3
601,A,Chicago,Normal,Female,Apple,"Personal Care",8.67,10,6.07,92.77,0
602,B,"Los Angeles",Member,Male,Detergent,Beverages,11.73,19,15.60,238.47,23
603,A,"New York",Normal,Male,Detergent,Household,7.96,12,6.69,102.21,0
604,A,Chicago,Normal,Male,Apple,Beverages,5.87,7,2.88,43.97,0
605,A,"New York",Normal,Female,Notebook,Fruits,4.15,1,0.29,4.44,0
606,A,Chicago,Member,Male,Shampoo,Stationery,10.22,5,3.58,54.68,5
607,B,"Los Angeles",Normal,Male,"Orange Juice",Household,17.42,3,3.66,55.92,0
608,B,"Los Angeles",Normal,Male,Apple,"Personal Care",7.44,12,6.25,95.53,0
609,A,Chicago,Member,Male,Shampoo,Household,15.53,8,8.70,132.94,13
610,A,Chicago,Normal,Female,Apple,"Personal Care",2.68,5,0.94,14.34,0
611,A,"New York",Normal,Male,Apple,Beverages,15.57,2,2.18,33.32,0
612,A,"New York",Member,Male,Detergent,Stationery,8.39,1,0.59,8.98,0
613,B,"Los Angeles",Normal,Male,Apple,Beverages,19.28,2,2.70,41.26,0
614,A,"New York",Normal,Female,"Orange Juice",Stationery,12.90,6,5.42,82.82,0
615,A,"New York",Normal,Male,"Orange Juice",Fruits,6.90,6,2.90,44.30,0
616,B,"Los Angeles",Normal,Female,Apple,Household,12.94,3,2.72,41.54,0
617,A,Chicago,Normal,Male,Notebook,Stationery,8.76,4,2.45,37.49,0
618,A,"New York",Normal,Female,Detergent,Fruits,3.64,8,2.04,31.16,0
619,A,Chicago,Member,Female,Shampoo,Household,8.39,15,8.81,134.66,13
620,B,"Los Angeles",Member,Female,Apple,Stationery,3.07,9,1.93,29.56,2
621,B,"Los Angeles",Member,Female,Notebook,Stationery,4.57,17,5.44,83.13,8
622,A,"New York",Normal,Female,Detergent,Fruits,19.77,20,27.68,423.08,0
623,B,"Los Angeles",Member,Male,"Orange Juice",Stationery,2.39,7,1.17,17.90,1
624,A,Chicago,Member,Female,Notebook,"Personal Care",17.73,19,23.58,360.45,36
625,A,"New York",Member,Male,Detergent,Beverages,11.96,3,2.51,38.39,3
626,A,"New York",Member,Male,Detergent,"Personal Care",12.34,8,6.91,105.63,10
627,A,Chicago,Normal,Female,"Orange Juice",Stationery,6.20,3,1.30,19.90,0
628,B,"Los Angeles",Normal,Male,Shampoo,Household,15.18,5,5.31,81.21,0
629,B,"Los Angeles",Normal,Male,Notebook,"Personal Care",14.15,19,18.82,287.67,0
630,B,"Los Angeles",Normal,Male,Notebook,Stationery,7.15,14,7.01,107.11,0
631,A,"New York",Normal,Female,Shampoo,Fruits,14.70,14,14.41,220.21,0
632,A,Chicago,Normal,Male,"Orange Juice",Household,20.60,17,24.51,374.71,0
633,B,"Los Angeles",Normal,Male,Shampoo,Stationery,13.71,2,1.92,29.34,0
634,A,"New York",Normal,Female,Apple,Household,17.17,1,1.20,18.37,0
635,A,"New York",Normal,Female,Detergent,Beverages,9.38,5,3.28,50.18,0
636,B,"Los Angeles",Normal,Female,Apple,Beverages,4.34,1,0.30,4.64,0
637,A,Chicago,Normal,Male,"Orange Juice","Personal Care",11.71,2,1.64,25.06,0
638,A,Chicago,Member,Male,"Orange Juice",Fruits,8.80,15,9.24,141.24,14
639,A,Chicago,Member,Male,"Orange Juice",Fruits,14.09,20,19.73,301.53,30
640,B,"Los Angeles",Normal,Male,"Orange Juice",Fruits,14.33,20,20.06,306.66,0
641,A,Chicago,Normal,Female,Notebook,Household,4.88,2,0.68,10.44,0
642,A,"New York",Normal,Female,Detergent,Fruits,17.25,6,7.25,110.75,0
643,A,Chicago,Member,Female,"Orange Juice",Stationery,5.83,1,0.41,6.24,0
644,A,"New York",Normal,Male,Shampoo,Fruits,13.20,16,14.78,225.98,0
645,A,"New York",Member,Male,Shampoo,Household,1.26,2,0.18,2.70,0
646,B,"Los Angeles",Normal,Male,Detergent,Household,19.44,14,19.05,291.21,0
647,A,Chicago,Member,Male,"Orange Juice",Beverages,3.40,14,3.33,50.93,5
648,B,"Los Angeles",Member,Male,"Orange Juice","Personal Care",6.40,18,8.06,123.26,12
649,A,Chicago,Normal,Female,Detergent,Stationery,7.80,18,9.83,150.23,0
